label,comment
0,You are an apologist Congratulations on your lack of critical thinking skills
0,I ve got two on order one for even numbered days and the other for odd days Different colors of course
1,This column stinks
1,Trump honorable You need your meds and your brain adjusted
1,Yes I am saying that Trump is like any other American when it comes to the First Amendment You don t lose your rights as an American when you become President Your statement about launching nukes is absurd and totally irrelevant to the issue at hand which id fundamental rights as an American Obama may not have tweeted his incendiary low blow attacks on his enemies but they were far more scurrilous than Trump s It s obvious that you are suffering from Trump Derangement Syndrome
0,What Trudeau did was the only responsible action available It put an end to the crisis and showed everyone there was a limit to our freedom as there should be in such cases I would do 2 weeks in jail if it would bring back Mr Laporte He was also and innocent in this case yet he paid the highest price Every time I cross the Bridge in Quebec City I think back to this crisis A needless loss of life
0,On September 16 2016 as the Republican Party presidential nominee Trump stated President Barack Obama was born in the United States Period
0,Hmmm large upscale luxury liner cold Arctic waters what could possibly go wrong
0,That worked in the context of weather maps so you thought you d stick it in another thread But Russian Boogie Men and frozen Democrats doesn t work in this context The punch line has no setup
1,China only cares about China Justin and company are clueless fools
0,It is People emoting not reading for content and context
1,Veiled threats aside the 2nd Amendment is protecting Trump s right to shoot himself in the foot
0,You should be ashamed for believing in the hoax of climate change being caused by man Government policies based on this nonsense is going to make every one poor
0,What I take away is that the government will continue to fund a mediocre university system We provide funding increases above the rate of inflation and have no meaningful standards for teaching quality Universities that suffer enrolment drops get more money even though student choices are suggesting problems in program relevancy or university reputation The Liberals are simply buying peace so this file doesn t blow up before the next election That is not leadership
0,The only one who is going to be indicted is Hillary And the only thing that is going to be brightened up is her jail cell when she arrives with those bright colored pant suits
1,You advocate for a new party so that we have two strong parties That is part and parcel the problem here Pure stupidity Open to corruption and control as we see on both sides in this farce of an election coming up It s like having a choice between only a Chevy or a Ford and even then in white only
1,She s nuts Put the cuckoo back in the cuckoo clock
0,This article mentions abortion on the one hand and justice on the other Let s see The law generally forbids private citizens to kill other people But one group is singled out for discrimination The law says to them People are allowed to kill you for any reason or no reason And the katholyk left doesn t see this as an issue of justice Which is precisely why authentic Catholics see the katholyk left as spiritually blind diseased and dead If one can be all three
0,While the gov t is in denial the housing prices continue to escalate in Victoria and Vancouver as there is still no mechanism in place to tally up the number of foreign buyers Canadian taxpayers are paying a severe price financially while foreigners who contribute nothing to Canadian society use our real estate to make tons of money by flipping
0,Extrog1 LOL I am Engineer already 50 years here I am planning on leaving For last 20 years I have made a living outside Canada anyway You are most welcome to give my spot to someone else Read my post again NT AECL Bombardier all gone With New Silk Road One Belt One Road coming to Europe who in his right mind would want to come to Canada unless you need free medical attention
0,It s just common sense Something liberals are sorely lacking Every single one of em
1,Q Palin s name was floated to head the Department of Veterans Affairs and Young said that from what he has heard the veterans are not overly excited about that option Sullivan however said he d be interested in seeing Palin get the position Q One idiot recognizes another Lordy
1,The President is a paranoid psychotic His supporters will eventually but probably secretly acknowledge that but haven t yet Trump is ruining relationships with our allies by lying about them and he uses Baghdad Bob Spicer to try to wipe away the insanity The President is profoundly mentally ill
0,The present day Republican party is no longer the party of Abraham Lincoln especially after 1964 Do you think the South would have had anything to do with Abraham Lincoln after the Civil War let alone be in the Republican party Hence the South was Democratic for many years But those Racist Dixiecrats the white Democratic South bolted from the Democratic party after President Johnson signed the Civil Rights Act of 1964 And yes Nixon was smart enough to take advantage of that with his Southern Strategy to get the edge to win the Presidency in 1966
0,Good story Good work For me I just wish they would cut taxes so we can keep our money and if not that then to push lawmakers in our state to reprioritize spending so we can honestly look at what is affordable and what is just fluff or kickback Caldwell should not have been re elected Djou may not have been better per se but maybe just different Djou may at least have reprioritized spending We ll never know for a few years
0,So happy that kids in the village have someone they can relate to and look up to competing in a national show sport AND do very well Believe it or not it is a REALLY huge morale booster You are awesome Your love for your people and culture comes shining through Nick All of Village Alaska will probably mark a huge red circle around July the 11th on the calendar and be cheering for you Quyana cakneq
1,Only a fool would believe Obama I call BS
0,You mean as in how people who like to ignore leash Laws ignore responsibility for their beloved pets Back to zero what else ya got
0,Go Erin Hawkins
0,Greed is the root of all evil
0,Everything is gonna be alt right
0,As far as choice of gender if I had had my way would give you the same answer in any year It is a tough choice Like I said there have always been pluses and minuses to being each gender Also is not conventional supposed to be similar to conservative a label I wear with pride Are there not supposed to be distinctions between genders despite common liberal beliefs
0,You mean it wasn t part of the plot by the Bilderbergs to take over the world
0,If Trump hasn t improved the screening procedures by now he either wasn t serious about the executive order or he is irresponsible Both are equally true
0,Well you can t win em all I suppose
0,No one actually votes anymore except me and maybe you Otherwise how could Alaska have this legislature These people in the legislature are so dependent on God and oil they have abandoned their neighbors As Alaska s economy fails so goes the nation As all those cushy oil jobs evaporate one can only hope that all those cushy God jobs evaporate also n
0,I am curious Do you want the location to be the nice big park strip because the amount of people that will be simultaneously hanged or because the amount of spectators And do you want children present as well you know to teach them a lesson about law and order I was going to ignore this comment until I imagined you dreaming up this macabre fantasy
0,And the point being made is just who made up the difference between the two By what standard
1,We are the ones suffering with these selfish egotist
1,Islamists must be lobbying hard Trudeau gave tax dollars to a convicted terrorist and now this Butt out Trudeau do not interfere with democracy this is not Cuba in case you haven t noticed
0,In China and India males dominate at least in some areas Sex selection abortions
1,Sh t Is there a party Where Just point me in the right direction and I shall
0,In point of fact you are trying to be the apologist for xenophobic ethnocentric Luddite locals In reality they revel in their antics and mock your efforts to legitimatize their iniquitous behavior believing it driven by racial angst
1,Awww Dick you re still unhappy and bent out of shape about the election results and throwing out ridiculous assumptions I see Only 7 more years
1,Judge listened to Reudrich and then made something up about historical voting patterns and used that for a basis to throw out people s votes Pathetic Corrupt Wrong
1,It s all politics according to Brad Bennett former chair of the board of BC Hydro Well Brad Bennett if you had half your interest in forecasting finances food security First Nations rights fisheries or the future of this province that you do in floating around talking politics BC Hydro might now be in a better position to serve the people of BC Fool
1,Whoops meant to reply to Bennice s post I don t get it I m sure other races do it but it baffles me that whites want to blame other races for some intangible issue Blame the blacks blame the Chinese blame the Mexicans Uh what are they really taking from us whites personally Nothing substantial I can put a finger on Certainly nothing from me personally that makes a hoot of difference in my life I ve got it good I could have it better but the only one to blame for that is me
0,The drivers here in Denver are not only rude but are among the worst drivers I ve ever encountered They routinely run red lights and no one seems to know how to pull over when an emergency vehicle is behind them with their lights and horns clearly visible
0,It is going to be near impossible for the shooter to ever convince a jury he was protecting anyone when he went to the scene and shot the other person I see this as a self direct vigilante doing justice rather than a person who was there at the time and intervened
1,Wow Children You d say that about kids Sick
1,I d like to see him present this type of hula at the Merrie Monarch If he isn t doing hula then call his troupe a dance group not a hula halau Rap hula ridiculous
0,Another question MSW is always very critical of pro choice politicians especially Catholic pro choice politicians I m wondering what a Roe v Wade overturn would look like in MSWs world
1,I wouldn t know what it is like to live in a world like the one you describe so I ll have to take your word that it is awful Rabid socialist is as meaningful as fascist
0,He deserved worse lucky for him he dropped and the other gentleman was there as well to help
0,A tiny religious minority has taken over a major political party in Canada with around 30 000 votes
0,Given her propensity for accepting political donations from the same American lumber corporations that are supporting the fight against us all Canadians understand that Christy has no intention of resolving this issue in BC s favour Her intention is to pretend that she is doing something until she wins an election and then throw her hands up telling us all that our case is unwinnable For the sake of our jobs the best thing that Christy can do is to lose the election and go away
0,Actually my comment was directly related to the story as it put into question Russian sources Either Russian sources are reliable or they are not They can t be accused of disinformation when it affects a Liberal but be held up as the truth if a Republican is implicated
1,Ah so you support punishing women for being the victim of the crime of rape I suppose that if your neighbor has his house burgled you go around smashing his windows If you come across someone who has been mugged you kick that person
0,It passed Way to go hank porter and girod
0,And who would carry California s debt They re not going anywhere
1,Ur weird
1,She s a typical nagger with her grandstanding and taking credit where credit is not due Naggers have this kind of thinking in my observation
0,Proof that ignorance is bliss
1,The Liberals need to develop legislation that would route out and deeply penalise these selfish self centred unethical thugs Perhaps taking their Canadian citizenship away might be appropriate
0,The left hates femininity almost as much as masculinity Would you rather she cover up in robes
1,If you re not objective about this you comments are reduced to feel good nonsense
0,I ve known many illegal immigrants over the years They were generally humble hard working and just trying to scrape by to support their families Furthermore they are often paying into our government through employment taxes that will never benefit them Unless an immigrant is engaging in dangerous criminal behavior it s generally a waste of public resources to harass them
0,Not surprising Manulife Bank distributes their products all lines of credit on the never never plan through sleazy whole in the wall 100 commissioned insurance salesmen They even offer fake private banking services Perfect for money launders several layers of commissioned sales people outside of having to walk into a real bank
0,Building Taj Majal schools does not improve educational outcomes in the classroom Proof look at the Anchorage School District Matter of fact ASD built a new Clark Middle School for 65 million and student achievement went down There has to be a better way than building a community center free for the local populace
0,This guy restores your faith in humanity Whatever our position on Khadr we must give thanks to the medic who despite all the horrors of war was human he is the hero of this whole mess
0,I thought you would appreciate the economy with which I expressed my position
1,Putin troll spouting ant American drivel Tell tale sign is that he writes English as a second language
1,A little heavy on the pig anuses for my taste but to each his own
0,singer songwriter Donald Trump just dropped a tune
0,Why do you keep deleting your posts Why do you post and delete post and delete the same response over and over Are you trying to manipulate the community ratings feature That s hardly debating anything
0,I agree It seems both sides of the isle feed of of division these days
0,Lol Love it Did you notice guys going around barefoot I ll never get used to that
1,What do you expect from a bunch of child rapists old men They are desperate men who jump into hell s fire holding onto thier erected pennies lotfL
0,Aang Ixamnakuxtxichix Very proud and happy for the people of beautiful Utqiagvik This is wonderful Truly Think of all the future generations of your people and all of our beautiful land the babies who will be born after the name change takes place to all of them they will not even know a time before Utqiagvik was the name of this village This is the name they will grow up with and know Just like Mount Denali I am very proud of to be Indigenous always AND especially at times of great victory such as this Decolonize
0,When the fed restores American s right to consume marijuana the price is going to plunge from the insane glut of everyone and their brother now growing pot Furthermore with national legalization foreign policy changes overnight as the rest of the world repeals their anti marijuana laws adopted after America strong armed them into adopting them At that point domestic weed will compete with foreign dirt dirt cheap weed that is as good as anything we grow Tax generated will always be pitiful at best
0,I would love him to run Another democratic governor is great Maybe he can do another ad with a horse s behind besides himself
0,And the process of marginalizing Trump is already way more than halfway to finished No one takes him seriously anymore World leaders American elected officials GOP thinkers a clear majority of Americans HIS OWN STAFF Even FoxNews Trump s So Trump begins to shed his disloyal former enablers Business giants GOP Senators Steve Bannon No one reasonably left to erupt on or to provide attention Time to change
0,but the 46 pages of 21st century scientific citations attached to the petition proves a lot unlike a bunch of old men following the policy line that was established in the 1940s and 50s as they chant Be obedient to our authority while they wave marketing materials that originated in the 50s to educate the people
0,Well you did this time There s a first time for everything hahaha
0,Ongoing infantile attitude just like the demanding two year old approach to more government money programs to address your low sense of self worth Keep pointing fingers and blame at every other group of humans to solve your problem
0,Russian s came into the Copper River at least 3 times they did not treat the locals well They enslaved entire villages forcing the men to gather furs while they molested the women Each time the villagers were able to gain the upper hand and throw out the invaders Wherever Sea Otters lived clear down to California it was the same This is documented in oral and lately written tradition as well as written on the Russian side
0,The liberals have more taxes under the Christmas tree for Canadians for years to come
0,Wouldn t even be having this forum if it was Mr Notley
1,Wake up fool poking the bear will end very badly for us all 800 hundred billion a year in trade to the USA vs 70 bill to China Sorry nobody is going to cancel their trip to Florida not even in Ottawa
1,No one can make up stuff this good The minute someone spray paints something here in Mililani it s painted over immediately if not sooner That s why we don t have any But maybe our town will be called into court now and might even have to pay the artists for replacement spray cans Sorry but these sicko high school kids belong in jail and not on our streets It s NOT art it s garbage
1,I can t tell if you are just being sarcastic if you are delusional or may be just a troll but good luck if that is your real take on recent events You will need it
0,I will agree that you do have a bit of a point there Sentences have gotten longer over the last 50 years and that may be part of the issue
0,Time to move I have noticed that over the last ten years or so Anchorage seems to be getting worse and worse Its not much of a surprise considering the lack of serious consequences for crimes
0,Or how many former liberals are now independants
0,A friend of mine who is high up in an oil field services company told me some years ago There is more oil in ANWR than there is in Prudhoe I don t know how he knows that but I believe him
1,Steve Bannon is a white supremacist The KKK and other white supremacist organizations are exulting
1,Because there is no history of black people enslaving white people in this country subsequently dehumanizing them denying them basic rights and using whiteface as apart of that to caricature and stereotype them History learn it
1,Jesus is completely appalled by the openly racist Trump era
0,Interesting that the port commissioner was fired due to budget cuts but within a few months they raised the potential salary of the yet to be chosen incoming director by 40 Please explain
0,Hughes is definitely right wing partisan
1,Besides the homosexual pedophile angle is hardly better than the homosexual pedophile angle Oops It was meant to be Besides the homosexual pedophile angle is hardly better than the heterosexual pedophile angle
0,You don t get it do you This has nothing to do with hating or mocking arborists as you insist It s in the effort put forth you gonna climb that tree and tell a lie or stand here on the ground and tell the truth Hater Hardly it s too easy to hate for those who judge Even worse for those who judge incorrectly
1,The idiots that like to come on this site to try and widen the urban rural divide are nothing but bigots racists These types likely are in debt and need a forum to dump on others to help themselves feel better about their pathetic self
1,Lazy attention span no longer than a nanosecond intellectual interests would not fill a safe deposit box more ingenuity to his hairstyle childlike inadequacies You just described Justin perfectly
1,Is it True Kellyanne started her career in DC in the early seventies as a call girl Wikileaks say s she change careers only after meeting her current husband Ex John for many years who payed her to leave her whoring ways
0,If all this commission has accomplished is some education the Vatican could have done that by hiring a consulting firm to do education Unfortunately some of us thought this commission was supposed to be about insuring bishops would be held accountable for their decisions regarding child sexual abuse However it s pretty apparent that the quiet death of the tribunal that was supposed to be involved in just that task pointed to the fact this commission is truly nothing more than glitter on a Roman collar
1,Hillary the lying phony bitch says she wants free college for all How about closing down their foundation on November 8th and taking all of the cash they have collected since they are giving to get favors from the never to be President and using the funds to pay for college to those in their 2nd year and beyond if they maintain a B average This would actually make their lovely daughter try and get another job that would pay her 900 000 a year
1,There was NEVER and Russian Hacking or even influence of our elections This is ONE HUGE FALSE NARRATIVE created by SORE LOSERS in the evil Democrat Fascist Party These SCUM want a Civil War Maybe we should give them one
1,Perhaps I m a bit prickly on this subject since a Wyoming citizen s vote is worth 914 more votes in the EC than mine as a citizen of California and the economies and cultural influence are widely disparate It is just STUPID that NY and CA voters are simply disregarded in favor of the good people of Podunkville
0,This is just typical Donald An attempt to deflect from his being investigated for Russian Collusion Come on Donald just release your tax returns I want to see your ties to mother Russia
0,The Rock is not Canadian he played in the CFL for less than 1 season but he is American
1,Three cheers for the U N and Palestine It s about time some politcal support came their way Israel and the U S with billions of U S dollars of course have been acting like Nazis my o my what short memories It was Palestine even before Moses and his refugees took it over so their is no justification to Israel s right to exist if so let s readdress the issue and talk about Palestine s right to exist The present living conditions for Palestinians is disgusting and inhumane I hope they fare better now Thanks Obama
1,Leftist racism for calling out a white supremacist allegedly if that is what he was doing You have an unusual take on that comment Maybe a bigot toward white supremacists would be more appropriate In that case I am extremely bigoted to white supremacists And you
1,What benefits have there been from liberal democracy and government Just more oppression of individuals lives with ever more laws and more restrictive laws Burn it down
0,84 Billion in lost projects this year due to over regulation in this country and a leader who is more worried about his image than the welfare of Canadians who pay taxes If this keeps up there will be no more money to pay off the indians anymore They might have to get jobs
1,This time the reverse racists have gone too far a black politician attacking a white president because he made a condolence phone call to a black family Shameful politicizing And stupid hats Ms Wilson s trademark
0,If LSN really wants to help the pro life cause they should begin by shutting down forever I d say that even Satan can masquerade as an angel of light but there s nothing angelic or enlightening about that site
0,The military first has to teach tRump which end of the gun is the barrel
0,it is not as much the amount of people moving here as then a government could and should have used the economies of scale principle with their services That is what has been completely forgotten to do serious mismanagement of funds for years lack of vision lack of basic skills in management business and government short sighted on many fronts
0,Do Canadians EVER get an explanation I mean one that s believable
1,Maybe the author should dumb it down for you sir Holy crap ya stereotypical ol crabbysauerous
0,Condolences to Amy s family friends and companions
0,this president worried about optics Anyway another one bites the dust
1,Valdy has a division of transgendered soldiers 3 2 1 deleted
0,I will guess that if young women want these jobs that they educate themselves appropriately Go get the opportunity young women
0,First of all Finding Truth never said he wanted to kill humans He simply pointed out the obvious fact that there s too many of us Secondly as far as reducing the human population goes there s an old adage that says Nature bats last
1,Ritz is an idiot He s the guy who made the death by 1000 cold cuts joke during the Maple Leaf Foods Listeria outbreak caused by Conservative regulatory cuts
1,You mad bro Well you re not alone don t have much else to offer unfortunately
1,Snowflakes are such delicate creatures They hide behind anonymity and delete comments that they don t like or can t handle outside the confines of their safe space Another environmental whacko espousing the overly ancient 97 percent of creditable scientists agree that climate change is real it is man caused and its effects will be disastrous lie
0,Now climate change and its afflictions have arrived too where A succession of hot dry summers has parched the landscape Proving what if it was going to be hot and dry wouldn t you expect it in the summer
1,You ever been to an Alaskan village Please keep your uneducated comments to yourself They NEED to live off the land to survive and if you think that isn t true you re more ignorant than you sound You can t possibly put yourself in shoes you ve never even seen before
0,50 000 fine doesn t seem like a free pass But the negative publicity has to be priceless
0,Jonah is peddling falsehoods when he says In March the number of golf rounds reached 281 That s roughly 10 percent of his presidency C mon Jonah A round of golf might take 5 hours so 281 rounds would take 1 405 hours There are 8 760 hours in a year and Obama has been president for about 7 7 years which is 66 576 hours So Obama has spent 2 1 of his presidency playing golf not 10 And if golf helps the President refocus so he can deal effectively with all the yahoos in the US and around the world I say tee it up
1,Your comments are unintelligent and a waste of time to read I m muting you
0,Blind unquestioning patriotism is never enough
0,Can we try corporate welfare with accountability for once Here is over 300 million of taxpayer money Now tell us which executives lose their jobs for incompetence to date No one at Bombardier is accountable Agree of not US banks came under excruciating scrutiny after receiving taxpayer money
0,Yes Sanders is still the socialist he was 31 years ago when he praised Fidel Castro and ran the Socialist Worker s Party Sanders still isn t a Democrat either and does not deserve their nomination Only health problems death or indictment can stop Hillary now Seeing as Hillary is five years younger than Sanders and women tend to live longer than men on average a health scare or death is more likely to affect Sanders than Clinton Good luck on indicting Hillary over fake scandals The Republicans have been trying that on the Clintons for 23 years now
0,SCOTUS deep sixed your analysis of the predicate clause regarding the necessity of a well regulated militia back in 2008 The Second Amendment protects an individual right to possess a firearm unconnected with service in a militia and to use that arm for traditionally lawful purposes such as self defense within the home District of Columbia v Heller 554 U S 570 2008 https www law cornell edu supct html 07 290 ZS html And that ratio was extended nation wide two years later in in McDonald v Chicago 561 U S 742 2010 which was brought in response to Heller and decided in 2010 that invalidated much of Chicago s gun purchase and registration laws
0,There s a shortage of pilots willing to work for crap wages dangerous conditions in the bush
1,Obviously they didn t come here for a vacation Put these perps away Teach them the local ways behind the iron curtain
0,you said the same thing last week and the week before and the week before and the week before and the week before and the week before and so on
0,Such drama baking a cake for a same sex marriage is evil Are you serious
0,I agree with the editorial Let us encourage multiple uses of this invaluable park Guy is also a great Hawaiian administrator Unlike the many frauds out here he is the real thing
1,we are so screwed PM Butts is full speed ahead and damn the torpedoes
0,So what exactly is the Conservative platform Kicking the global warming can down the road for another decade or two by stating that they sort of accept the science but aren t going to do anything about it The way things are going though they can yap all they want for as long as they want but it will be from the opposition benches
1,Are you by any chance a non college educated angry white male Do not forget that the rest of us carried the popular vote which many argue even Trump is the true democratic vote White supremacist attitudes and racist views towards minorities including Muslims and immigrants plus promoting misogynist views toward women are abhorrent to decent people and the author is absolutely correct in stating that this bizarre election is a serious threat to our democracy
0,Like anything he says it only makes points that favor his fleeting flighty flawed thoughts
0,It s called propaganda Also known as manufacturing consent in this case consent to put more men in prison on nothing more than the word of a woman With a national newspaper engaged in this sort of thing polarization in Canada will only get worse
1,So what can be done to force women to get into the sciences Whips and chains
0,Any prognostications on where cannabis will fall on this list five years from now
1,You don t need to quote any article for me you need to learn to read for comprehension The primary cause of the structural budget imbalance is the excessive corporate welfare No amount of obfuscation on your part or anyone else s part is going to alter that truth There s no defense for the indefensible and your befuddlement won t alter that truth Oh and lest you get the wrong idea Trump is the Buffoon A vacuous one and he s also a traitor Another truth you can t alter
0,Have solar panels on your roo f Christina wind generator in your back yard electric car or SUV are you doing your part or are you just more hot air
0,You prove Jim s point The EPA is required to make a scientific assessment not a political statement based on the pet environmentalists perceptions This case was a win for Pebble from the beginning Doesn t meant they ll get their mine but they are owed the process as we all are
0,Your Media are pretend news agencies They are conservative propaganda machines Nothing more They are KNOWN to falsify edit and misrepresent events to further the con agenda
1,Interesting Woman rapes man
1,Don t you know Women love to be sexually assaulted by Gropin Donnie Just ask him After all Evangelical Christians think it s just fine along with multiple divorces and illicit affairs Just as long as he s bigoted against those not born heterosexual and currently opposes abortion and supports abandoning mother and child post partum
1,I consider a large portion of the Muslims to be barbarians I also consider the Mexican gangs MS13 to be barbarians
0,it s a false equivalence to even remotely compare Trump to Clinton tompaine II Absolutely correct The false narrative that has demonized Hillary Clinton is both absurd and tragic She s a remarkable woman with great competence and character Yes playing in the big leagues she has made some significant mistakes Show me the great leader who hasn t But she s done all she s done while facing the misogyny of the right wing and having to pay a huge price for her husband s terrible judgment I m with Hillary an proud of it Paul
1,Just tell Trump that Obama extreme vetted the Edmonton attacker out of the USA and watch Trump s head explode
1,Trump has no moral or ethical values his bottom line is self enrichment Good example the Trump Tower deal in Moscow where Russia promised to get him re elected in its dedication to destroying our democratic system of government Trump is a criminal and a traitor and the GOP does nothing about his tyrannical power grab
0,Wordsmith Kahle gives the correct answer but for the wrong reason To solve the immediate problem of criminals overrunning downtown Eugene the infrastructure we need has bars on the windows and locks on the doors
0,The Nyets season is over Enstrom looked right at the oncoming Penguins player before turning his back to him in facing the boards before the hit Hardly worth 4 games Kucherov got nothing for this hit on Enstrom which was arguably far worse even leaving his feet to deliver the hit https www youtube com watch v JE3ihZ Rf38 Someone better start explaining here
0,Just claim you are an illegal and they ll cut you loose
0,I d suggest that this kind of scare tactic campaign harms tourism far more than the actual experience of being living in Coupeville Thousands in Coupeville barely thousands but that is a horse of a different color still live in Coupeville and have no plans to move
0,907AK You said Barring Planned Parenthood health centers from being reimbursed through Medicaid would result in a net cost of 130 million to taxpayers over 10 years With all due respect where do you think the dollars for Medicaid reimbursement come from in the first place They don t appear magically The taxpayers are already paying for it The way funding flows to PP is most inefficient going through multiple bureaucracies each taken dollars for self sustainment
0,You ignore the fact that the lower mainland holds the power and while Vancouver grows stronger every day the rest of the province declines in business and power
0,A very logical conclusion Endless minority governments would lead to chaos For sure but what do we have in Ontario and Ottawa right now if not financial chaos
0,The money is already in the budget It is simply being spent on other things When the skiers hikers boaters get tired of being stuck in traffic they will ask their state legislators to make some changes Apparently their pain threshold has not yet been reached
0,Facebook gives you a great opportunity to earn 98652 at your home If you are some intelligent you make many more Dollars I am also earning many more my relatives wondered to see how i settle my Life in few days thank CLICK THIS LINK http www cashapp24 com
1,without Israel there would be on mid east wars bagel boy we made eneimies of most of the world with our suicidal support of them
0,We have a law that makes them pay for a wall Do tell
0,What does politics have to do with this anyway
0,I do not see why I should have my work photocopied for free for use in courses What other professionals work for nothing And why should a university openly cheat writers some of whom are their own faculty writing on their own time out of their copyright That it s York where I taught for 30 yrs I regret to say does not surprise me
0,Would you enjoy being greeted each day by strangers or co workers saying Ooh Sexy
1,In an era where a self admitted feline grabber on video who claimed he could shoot someone and not affect his ratings also on video can become President of the United States of America all shame is a sham Nothing is left except incessant whining And television ratings
0,I am shocked by the costs of daycare mentioned in the article and comments In Quebec most private family day care cost around 40 per day 10k year and they are not allowed to take more than 6 kids That represents an income over 60k year That seems like a fair price given the level of specialization I know Toronto is expansive but 2ok per year per kid seems crazy
1,The short answer from the scathing 38 pages PPS cultivated a culture of ignorance incompetence and deception
1,Oh if only the shop employee was armed to the teeth with a holstered hand gun and a shotgun under the counter
0,Clean hit Deal with it Welland
1,Disgusting Aniva should never walk among free people again Laws and traditions concerning treatment of women are so abhorrent in many places in the world So fowl
1,well done marge lets stop breeding a bunch of pussies at our learning centers
1,The stick someone just beat the 72 year old senseless with Sorry I just think the cops are damned if they do and damned if they don t with some folks They d be getting bad comments either way
0,Macron reminds me of Justy open borders vague on the economy but the most important part he looks good Macron is better looking than our boy which was duly noted by the French press ya gotta like it
0,More fake news A chinese hoax Etc If we just fire all of the scientists then it wont be news at all
0,Actually the tensions are between the folks that elected the Republican congressmen and the Republican congressmend broken promises Trump is simply reflecting the frustration of voters disappointed with the Republican Congress they elected
0,Hey Amber why did you spend in an industry you didn t like
1,Destroy America at all costs CHECK Trump supporters cant even criticize their precious leader When he lies they call it false news which means they cry false news all day long
0,Is it any wonder Nike refuses to do this considering Nike is the kind of company that bribed Kenya s national running team https www nytimes com 2016 03 06 world africa nike under scrutiny as payments for kenya runners are drained html
0,9News reported 6 hours ago that she was found Why does the Post keep updating an outdated story
1,God NEVER calls women to the priesthood
1,Bern N Strictly speaking President Trump is foolish The negative reaction is about Mr Trump s lack of leadership in America Period
1,OMGod What freakin proof of Russian hacking There was NO HACK it was a LEAK BIG DIFFERENCE AND it came from a DNC employee named Seth Rich And of course McCrazy who has been poking the bear for years is all on board Russia is going to nuke us geesh
1,You re lying of course Typical start of many of Klastri s comments It is so childish
0,Both have now lost my vote after what Bill did to women They think what Trump did is bad Whatever Time for something different
1,W T F Walker The Fool
0,I am sure they would be aghast at the attempts to tell Canadians what they can and cannot say by programs deliberately designed to discriminate against their grandchildren great grandchildren etc etc because of their sex and ethnicity
0,Buh Bye Democrats
1,Trumpniks hope We all know the orange tinted say no evil monkey has escaped and is flinging feces while running rampant in a destructive path across Amerika
0,Come on if Rail was cancelled will our homeless probelem go away no If we never developed rail does that mean we would never have had a homeless problem NO These are two separate problems
1,Oh please no Just what we need another tyrannical pipsqueak who thinks he knows it all Let s let the damage Trump will do sink in for a few years before we repeat the same mistakes
0,Wynne should be announcing how to get costs under control rather than showing off creative accounting skills But that might ruffle an important part of her political cohort No government in this country can control costs without losing political allies
1,johann I wish you would just go dye Then we wouldnt have to see your ridiculous sniveling sore loser snit
1,What a silly comment Not everyone can go into teaching or the public service
0,Do you need a safe space
0,Don t think they re synonymous at all If you want a central government that has the capacity to do something you pay taxes Most societies all over the world share this view the only debate is what services an how much they will should cost This is of course an important debate but carping about over taxation without consideration of what we want to do and for how much is useless
0,Fanning the flames of GOP discord Come on AP is that really an objective and unbiased way to begin a news story
0,Again was the mill you worked in a union gig It s not a matter of should work longer but of the benefits packages As I recall from mill workers I lived among years ago those who worked in union mills with those old fashioned defined benefit pensions could and did retire a lot earlier than those in non union mills It s nice having this conference with you but it doesn t change your grade
1,Well it worked for them getting that idiot Walker elected governor
0,Rescuing these guys is very expensive and takes the search teams away from their job of aiding people with real emergencies These guys should be sent a bill Hogwash
1,HUMAN CAUSED climate change is a left wing political hoax It s in the same category with flat eathers Political stupid Figure out how to finally clean our cities air then maybe we can move on from there
1,If he wants the Legislature in his business let s go for it I say OK These guys are determined to buy that stupid thing at all costs It s like their minds are made up and they don t want to get confused with facts AT THE VERY LEAST IT SENDS THE WRONG MESSAGE AT THE VERY MOST IT SMACKS OF THE FIX IS IN They don t get it Good for you Gov I say heads should roll and I mean ROLL
1,Post the names of these four utter dreg of the earth losers Social media will take care of the justice part better than any court ever could What goes on the net stays on the net
0,My guess is high school kids
0,Ahh the results of continued apartheid in America
0,http www foxnews com politics 2016 06 10 dozens lawsuits accuse trump not paying his bills reports claim html I even used fox as a source Of course they re probably too liberal for you now
0,You need to do some research Trudeau Sr pioneered the use of omnibus bills
0,And what does the view of a few Canadians regarding the US have to do with immigration to Canada Just another forum to bash the US
1,He was Mayor Dan s sock puppet
0,Nationalized healthcare also eliminates that burden on small business completely and levels the benefit table so small businesses can compete for workers
0,Forget it Clayton It s Trumptown
0,Now this only applies to those that don t have older television sets An individual is able to rid themselves from a cable box through the use of Smart Televisions Smart TVs come with the applications preload or let you load them New streaming TV is available through a myriad of companies Cable boxes are obsolete An App now replaces the box and same App can run on ubiquitous devices Therefore you don t require a box or hopper in a room anymore
0,It s safe to assume most people Like your own comments or minimally don t take exception to their own posts so why do you continually give yourself Like stars Can you cash them in somewhere for financial gain or is just more a matter of self acceptance It s not unlike cheating in a game of solitaire in a weird way Do you ever balance that by giving yourself Disagree stars
0,Stick a fork in Bill Morneau he is just about done
0,Most of the sponsor are driven by partisan approach of helping coreligionists
1,Agreed JSB It what makes those two stupid amendments to the state constitution so wrong Ford stockholders don t get to vote on GM policies
1,Let s all face it Politicians know what s best for the state of Hawaii yeah right so they will screw us over and sign the bill While their pockets get deeper our pockets get a lighter Can anyone buy a new Lamborghini No
